variant,scenario,simulation,source_asset,trades,final_balance,total_return,cagr,max_drawdown,winrate,profit_factor,avg_trade,worst_trade,best_trade,ruined
simple_long_continuation,black_swan_crash_rebound,5,ETH,254,4279.118239042108,-0.5720881760957892,-0.15613911376561462,0.7755103116246014,0.4094488188976378,0.9109933443802699,-0.0020043015717531197,-0.19363973712048532,0.1927437365295464,False
stable_default,black_swan_crash_rebound,6,BTC,252,17960.439498913332,0.7960439498913332,0.12425128326992851,0.3013296809794672,0.47619047619047616,1.167709656700351,0.0031589045630608485,-0.13093175477435878,0.16102103800971526,False
simple_long_continuation,black_swan_crash_rebound,6,BTC,296,17530.448263960923,0.7530448263960923,0.11881583451773836,0.46749645706313614,0.46621621621621623,1.1335469596604926,0.002558772483439359,-0.21179334903923375,0.16102103800971526,False
stable_default,black_swan_crash_rebound,7,ETH,194,34262.19099048976,2.4262190990489763,0.2792723886558919,0.19354855633247514,0.5,1.7285912405712027,0.012622188072225891,-0.11288349790720062,0.3172251803971675,False
simple_long_continuation,black_swan_crash_rebound,7,ETH,236,27693.524101938194,1.7693524101938194,0.22595814957694227,0.26552447618711117,0.4533898305084746,1.4289691832930702,0.007592533038799439,-0.11288349790720062,0.3172251803971675,False
stable_default,black_swan_crash_rebound,8,ETH,203,30087.445732951648,2.0087445732951648,0.24645632005602724,0.19423803101266712,0.5024630541871922,1.5703539073713502,0.00990625165236973,-0.12731521760563697,0.30228702619976233,False
simple_long_continuation,black_swan_crash_rebound,8,ETH,239,21583.007867509103,1.1583007867509103,0.16633254389363872,0.4927775259726591,0.47280334728033474,1.2606548280763425,0.005128015628833725,-0.5087339907545159,0.30228702619976233,False
stable_default,black_swan_crash_rebound,9,ETH,215,9239.246990382646,-0.07607530096173543,-0.01570038456077505,0.4999159406890272,0.4511627906976744,1.0013846107740143,2.678494493713924e-05,-0.10740464503500956,0.12148613945030397,False
simple_long_continuation,black_swan_crash_rebound,9,ETH,246,5647.493521542716,-0.4352506478457284,-0.10798707282133257,0.6956510347990846,0.43089430894308944,0.9214301340324438,-0.001612491897839121,-0.439941232977528,0.12148613945030397,False
stable_default,black_swan_crash_rebound,10,BTC,220,17165.945617794212,0.7165945617794212,0.11412404295249234,0.4559251027440586,0.42272727272727273,1.1916023712496349,0.0038166230717181153,-0.1650863928237549,0.26093227500152355,False
simple_long_continuation,black_swan_crash_rebound,10,BTC,280,7403.777298417186,-0.25962227015828143,-0.05834748778331711,0.6250651380201416,0.38571428571428573,1.003929436035882,7.985476514890935e-05,-0.1650863928237549,0.26093227500152355,False
stable_default,black_swan_crash_rebound,11,ETH,194,11837.884788827847,0.1837884788827846,0.03431976026306849,0.42990406496923184,0.4329896907216495,1.0573028467453327,0.0011861131414772224,-0.14819462637457376,0.21008568499290983,False
simple_long_continuation,black_swan_crash_rebound,11,ETH,240,6046.18377720578,-0.395381622279422,-0.09573386077567625,0.6074868567910455,0.425,0.9419490214161728,-0.0012241521705351759,-0.14819462637457376,0.21008568499290983,False
stable_default,black_swan_crash_rebound,12,ETH,194,8126.259864923195,-0.18737401350768046,-0.040647655462865195,0.515090033089239,0.4484536082474227,0.9730444768666635,-0.0005303929203918515,-0.10080978409162551,0.14009642820629806,False
simple_long_continuation,black_swan_crash_rebound,12,ETH,244,4137.394827482934,-0.5862605172517066,-0.16180436776459495,0.7266861248329761,0.4016393442622951,0.8508071716422518,-0.0030302621116460736,-0.10080978409162551,0.14009642820629806,False
stable_default,black_swan_crash_rebound,13,ETH,221,14397.269843917027,0.43972698439170266,0.07561296630221337,0.38634889526224614,0.4434389140271493,1.1083188961680535,0.002059778269642492,-0.20515463585168367,0.13233460827934432,False
simple_long_continuation,black_swan_crash_rebound,13,ETH,265,7904.611956379311,-0.20953880436206895,-0.0459390707003936,0.5926836499852048,0.41132075471698115,0.9897375903540967,-0.00019632876331034888,-0.20515463585168367,0.13233460827934432,False
